Year,Period,State,ANSI,Affected by,% of Impact,state_code
2017,OCT THRU DEC,Montana,30,Other,3.2,MT
2017,OCT THRU DEC,Montana,30,Malaria,11.4,MT
2017,OCT THRU DEC,Montana,30,Viral fever,19.8,MT
2017,OCT THRU DEC,Montana,30,Unknown,13.9,MT
2017,OCT THRU DEC,Montana,30,Covid,35.5,MT
2021,JAN THRU MAR,Nebraska,31,Tuberculosis,32,NE
2021,JAN THRU MAR,Nebraska,31,Other,2.2,NE
2021,JAN THRU MAR,Nebraska,31,Malaria,0.8,NE
2021,JAN THRU MAR,Nebraska,31,Viral fever,1.3,NE
2021,JAN THRU MAR,Nebraska,31,Unknown,0.1,NE
2021,JAN THRU MAR,Nebraska,31,Covid,32.3,NE
2020,JAN THRU MAR,Nebraska,31,Tuberculosis,0,NE
2020,JAN THRU MAR,Nebraska,31,Other,1.7,NE
2020,JAN THRU MAR,Nebraska,31,Malaria,2.8,NE
2020,JAN THRU MAR,Nebraska,31,Viral fever,1.6,NE
2020,JAN THRU MAR,Nebraska,31,Unknown,0.9,NE
2020,JAN THRU MAR,Nebraska,31,Covid,4.5,NE
2020,APR THRU JUN,Nebraska,31,Tuberculosis,1.4,NE
2020,APR THRU JUN,Nebraska,31,Other,9,NE
2020,APR THRU JUN,Nebraska,31,Malaria,4.2,NE
2020,APR THRU JUN,Nebraska,31,Viral fever,1.4,NE
2020,APR THRU JUN,Nebraska,31,Unknown,5.5,NE
2020,APR THRU JUN,Nebraska,31,Covid,5,NE
2020,JUL THRU SEP,Nebraska,31,Tuberculosis,5.9,NE
2020,JUL THRU SEP,Nebraska,31,Other,4.3,NE
2020,JUL THRU SEP,Nebraska,31,Malaria,6.5,NE
2020,JUL THRU SEP,Nebraska,31,Viral fever,3.2,NE
2020,JUL THRU SEP,Nebraska,31,Unknown,4,NE
2020,JUL THRU SEP,Nebraska,31,Covid,24.1,NE
2020,OCT THRU DEC,Nebraska,31,Tuberculosis,0.7,NE
2020,OCT THRU DEC,Nebraska,31,Other,2.9,NE
2020,OCT THRU DEC,Nebraska,31,Malaria,0.3,NE
2020,OCT THRU DEC,Nebraska,31,Viral fever,0.7,NE
2020,OCT THRU DEC,Nebraska,31,Unknown,1,NE
2020,OCT THRU DEC,Nebraska,31,Covid,3,NE
2019,JAN THRU MAR,Nebraska,31,Tuberculosis,0.4,NE
2019,JAN THRU MAR,Nebraska,31,Other,2.1,NE
2019,JAN THRU MAR,Nebraska,31,Malaria,0,NE
2019,JAN THRU MAR,Nebraska,31,Viral fever,0.3,NE
2019,JAN THRU MAR,Nebraska,31,Unknown,1.2,NE
2019,JAN THRU MAR,Nebraska,31,Covid,14.8,NE
2019,APR THRU JUN,Nebraska,31,Tuberculosis,1,NE
2019,APR THRU JUN,Nebraska,31,Other,16,NE
2019,APR THRU JUN,Nebraska,31,Malaria,37.6,NE
2019,APR THRU JUN,Nebraska,31,Viral fever,38.4,NE
2019,APR THRU JUN,Nebraska,31,Unknown,0.8,NE
2019,APR THRU JUN,Nebraska,31,Covid,50.1,NE
2019,JUL THRU SEP,Nebraska,31,Tuberculosis,0.4,NE
2019,JUL THRU SEP,Nebraska,31,Other,9.2,NE
2019,JUL THRU SEP,Nebraska,31,Malaria,7.1,NE
2019,JUL THRU SEP,Nebraska,31,Viral fever,6.6,NE
2019,JUL THRU SEP,Nebraska,31,Unknown,0.2,NE
2019,JUL THRU SEP,Nebraska,31,Covid,15.1,NE
2019,OCT THRU DEC,Nebraska,31,Tuberculosis,4.1,NE
2019,OCT THRU DEC,Nebraska,31,Other,4.3,NE
2019,OCT THRU DEC,Nebraska,31,Malaria,2.1,NE
2019,OCT THRU DEC,Nebraska,31,Viral fever,3.3,NE
2019,OCT THRU DEC,Nebraska,31,Unknown,11.5,NE
2019,OCT THRU DEC,Nebraska,31,Covid,26.6,NE
2018,JAN THRU MAR,Nebraska,31,Tuberculosis,0.1,NE
2018,JAN THRU MAR,Nebraska,31,Other,0.8,NE
2018,JAN THRU MAR,Nebraska,31,Malaria,0.2,NE
2018,JAN THRU MAR,Nebraska,31,Viral fever,0.4,NE
2018,JAN THRU MAR,Nebraska,31,Unknown,0.6,NE
2018,JAN THRU MAR,Nebraska,31,Covid,1.8,NE
2018,APR THRU JUN,Nebraska,31,Tuberculosis,1,NE
2018,APR THRU JUN,Nebraska,31,Other,1.1,NE
2018,APR THRU JUN,Nebraska,31,Malaria,3.8,NE
2018,APR THRU JUN,Nebraska,31,Viral fever,0.1,NE
2018,APR THRU JUN,Nebraska,31,Unknown,3.5,NE
2018,APR THRU JUN,Nebraska,31,Covid,6.1,NE
2018,JUL THRU SEP,Nebraska,31,Tuberculosis,0.1,NE
2018,JUL THRU SEP,Nebraska,31,Other,1.6,NE
2018,JUL THRU SEP,Nebraska,31,Malaria,10.2,NE
2018,JUL THRU SEP,Nebraska,31,Viral fever,1.6,NE
2018,JUL THRU SEP,Nebraska,31,Unknown,0.1,NE
2018,JUL THRU SEP,Nebraska,31,Covid,20.4,NE
2018,OCT THRU DEC,Nebraska,31,Tuberculosis,0.2,NE
2018,OCT THRU DEC,Nebraska,31,Other,0.4,NE
2018,OCT THRU DEC,Nebraska,31,Malaria,1.2,NE
2018,OCT THRU DEC,Nebraska,31,Viral fever,1.4,NE
2018,OCT THRU DEC,Nebraska,31,Unknown,1.5,NE
2018,OCT THRU DEC,Nebraska,31,Covid,10.5,NE
2017,JAN THRU MAR,Nebraska,31,Tuberculosis,0.1,NE
2017,JAN THRU MAR,Nebraska,31,Other,0.3,NE
2017,JAN THRU MAR,Nebraska,31,Malaria,0.5,NE
2017,JAN THRU MAR,Nebraska,31,Viral fever,0.1,NE
2017,JAN THRU MAR,Nebraska,31,Unknown,3,NE
2017,JAN THRU MAR,Nebraska,31,Covid,5.9,NE
2017,APR THRU JUN,Nebraska,31,Tuberculosis,0,NE
2017,APR THRU JUN,Nebraska,31,Other,2.1,NE
2017,APR THRU JUN,Nebraska,31,Malaria,1.4,NE
2017,APR THRU JUN,Nebraska,31,Viral fever,6.9,NE
2017,APR THRU JUN,Nebraska,31,Unknown,1.5,NE
2017,APR THRU JUN,Nebraska,31,Covid,6.5,NE
2017,JUL THRU SEP,Nebraska,31,Tuberculosis,10.9,NE
2017,JUL THRU SEP,Nebraska,31,Other,4.6,NE
2017,JUL THRU SEP,Nebraska,31,Malaria,13.2,NE
2017,JUL THRU SEP,Nebraska,31,Viral fever,10.3,NE
2017,JUL THRU SEP,Nebraska,31,Unknown,4.3,NE
2017,JUL THRU SEP,Nebraska,31,Covid,33.2,NE
2017,OCT THRU DEC,Nebraska,31,Tuberculosis,0.2,NE
2017,OCT THRU DEC,Nebraska,31,Other,0.4,NE
2017,OCT THRU DEC,Nebraska,31,Malaria,0.3,NE
2017,OCT THRU DEC,Nebraska,31,Viral fever,0,NE
2017,OCT THRU DEC,Nebraska,31,Unknown,1.7,NE
2017,OCT THRU DEC,Nebraska,31,Covid,15.5,NE
2021,JAN THRU MAR,New Jersey,34,Tuberculosis,0,NJ
2021,JAN THRU MAR,New Jersey,34,Other,3.5,NJ
2021,JAN THRU MAR,New Jersey,34,Malaria,0,NJ
2021,JAN THRU MAR,New Jersey,34,Viral fever,4.4,NJ
2021,JAN THRU MAR,New Jersey,34,Unknown,0.6,NJ
2021,JAN THRU MAR,New Jersey,34,Covid,15.3,NJ
2020,JAN THRU MAR,New Jersey,34,Tuberculosis,0,NJ
2020,JAN THRU MAR,New Jersey,34,Other,3.8,NJ
2020,JAN THRU MAR,New Jersey,34,Malaria,0.4,NJ
2020,JAN THRU MAR,New Jersey,34,Viral fever,1.9,NJ
2020,JAN THRU MAR,New Jersey,34,Unknown,0.8,NJ
2020,JAN THRU MAR,New Jersey,34,Covid,14.9,NJ
2020,APR THRU JUN,New Jersey,34,Tuberculosis,0,NJ
2020,APR THRU JUN,New Jersey,34,Other,3.4,NJ
2020,APR THRU JUN,New Jersey,34,Malaria,0.1,NJ
2020,APR THRU JUN,New Jersey,34,Viral fever,3.3,NJ
2020,APR THRU JUN,New Jersey,34,Unknown,0.1,NJ
2020,APR THRU JUN,New Jersey,34,Covid,16.5,NJ
2020,JUL THRU SEP,New Jersey,34,Tuberculosis,0.2,NJ
2020,JUL THRU SEP,New Jersey,34,Other,1,NJ
2020,JUL THRU SEP,New Jersey,34,Malaria,0.1,NJ
2020,JUL THRU SEP,New Jersey,34,Viral fever,5.1,NJ
2020,JUL THRU SEP,New Jersey,34,Unknown,0.4,NJ
2020,JUL THRU SEP,New Jersey,34,Covid,12.3,NJ
2020,OCT THRU DEC,New Jersey,34,Tuberculosis,0.1,NJ
2020,OCT THRU DEC,New Jersey,34,Other,5.4,NJ
2020,OCT THRU DEC,New Jersey,34,Malaria,0,NJ
2020,OCT THRU DEC,New Jersey,34,Viral fever,3.2,NJ
2020,OCT THRU DEC,New Jersey,34,Unknown,0.3,NJ
2020,OCT THRU DEC,New Jersey,34,Covid,14,NJ
2019,JAN THRU MAR,New Jersey,34,Tuberculosis,0.3,NJ
2019,JAN THRU MAR,New Jersey,34,Other,0.8,NJ
2019,JAN THRU MAR,New Jersey,34,Malaria,0.1,NJ
2019,JAN THRU MAR,New Jersey,34,Viral fever,0.7,NJ
2019,JAN THRU MAR,New Jersey,34,Unknown,0.6,NJ
2019,JAN THRU MAR,New Jersey,34,Covid,16.3,NJ
2019,APR THRU JUN,New Jersey,34,Tuberculosis,2.3,NJ
2019,APR THRU JUN,New Jersey,34,Other,0.3,NJ
2019,APR THRU JUN,New Jersey,34,Malaria,1.9,NJ
2019,APR THRU JUN,New Jersey,34,Viral fever,5.6,NJ
2019,APR THRU JUN,New Jersey,34,Unknown,0.8,NJ
2019,APR THRU JUN,New Jersey,34,Covid,21.4,NJ
2019,JUL THRU SEP,New Jersey,34,Tuberculosis,0,NJ
2019,JUL THRU SEP,New Jersey,34,Other,0.4,NJ
2019,JUL THRU SEP,New Jersey,34,Malaria,0.8,NJ
2019,JUL THRU SEP,New Jersey,34,Viral fever,2.9,NJ
2019,JUL THRU SEP,New Jersey,34,Unknown,1.9,NJ
2019,JUL THRU SEP,New Jersey,34,Covid,10.7,NJ
2019,OCT THRU DEC,New Jersey,34,Tuberculosis,4.4,NJ
2019,OCT THRU DEC,New Jersey,34,Other,3.3,NJ
2019,OCT THRU DEC,New Jersey,34,Malaria,4.4,NJ
2019,OCT THRU DEC,New Jersey,34,Viral fever,6.8,NJ
2019,OCT THRU DEC,New Jersey,34,Unknown,0,NJ
2019,OCT THRU DEC,New Jersey,34,Covid,18.9,NJ
2018,JAN THRU MAR,New Jersey,34,Tuberculosis,0.2,NJ
2018,JAN THRU MAR,New Jersey,34,Other,1.7,NJ
2018,JAN THRU MAR,New Jersey,34,Malaria,0.6,NJ
2018,JAN THRU MAR,New Jersey,34,Viral fever,1.1,NJ
2018,JAN THRU MAR,New Jersey,34,Unknown,12,NJ
2018,JAN THRU MAR,New Jersey,34,Covid,8,NJ
2018,APR THRU JUN,New Jersey,34,Tuberculosis,0.2,NJ
2018,APR THRU JUN,New Jersey,34,Other,0.2,NJ
2018,APR THRU JUN,New Jersey,34,Malaria,0,NJ
2018,APR THRU JUN,New Jersey,34,Viral fever,0.9,NJ
2018,APR THRU JUN,New Jersey,34,Unknown,0.3,NJ
2018,APR THRU JUN,New Jersey,34,Covid,11.9,NJ
2018,JUL THRU SEP,New Jersey,34,Tuberculosis,1.2,NJ
2018,JUL THRU SEP,New Jersey,34,Other,1.3,NJ
2018,JUL THRU SEP,New Jersey,34,Malaria,8.5,NJ
2018,JUL THRU SEP,New Jersey,34,Viral fever,7.1,NJ
2018,JUL THRU SEP,New Jersey,34,Unknown,0.3,NJ
2018,JUL THRU SEP,New Jersey,34,Covid,20.2,NJ
2018,OCT THRU DEC,New Jersey,34,Tuberculosis,0.4,NJ
2018,OCT THRU DEC,New Jersey,34,Other,3.4,NJ
2018,OCT THRU DEC,New Jersey,34,Malaria,1.9,NJ
2018,OCT THRU DEC,New Jersey,34,Viral fever,11.3,NJ
2018,OCT THRU DEC,New Jersey,34,Unknown,8.6,NJ
2018,OCT THRU DEC,New Jersey,34,Covid,28.6,NJ
2017,JAN THRU MAR,New Jersey,34,Tuberculosis,30.4,NJ
2017,JAN THRU MAR,New Jersey,34,Other,19.5,NJ
2017,JAN THRU MAR,New Jersey,34,Malaria,11.1,NJ
2017,JAN THRU MAR,New Jersey,34,Viral fever,13.2,NJ
2017,JAN THRU MAR,New Jersey,34,Unknown,16.7,NJ
2017,JAN THRU MAR,New Jersey,34,Covid,40.1,NJ
2017,APR THRU JUN,New Jersey,34,Tuberculosis,0.3,NJ
2017,APR THRU JUN,New Jersey,34,Other,1,NJ
2017,APR THRU JUN,New Jersey,34,Malaria,26.1,NJ
2017,APR THRU JUN,New Jersey,34,Viral fever,3.6,NJ
2017,APR THRU JUN,New Jersey,34,Unknown,2.4,NJ
2017,APR THRU JUN,New Jersey,34,Covid,52.5,NJ
2017,JUL THRU SEP,New Jersey,34,Tuberculosis,0.1,NJ
2017,JUL THRU SEP,New Jersey,34,Other,1.1,NJ
2017,JUL THRU SEP,New Jersey,34,Malaria,0,NJ
2017,JUL THRU SEP,New Jersey,34,Viral fever,1,NJ
2017,JUL THRU SEP,New Jersey,34,Unknown,0.7,NJ
2017,JUL THRU SEP,New Jersey,34,Covid,7.2,NJ
2017,OCT THRU DEC,New Jersey,34,Tuberculosis,0,NJ
2017,OCT THRU DEC,New Jersey,34,Other,0.4,NJ
2017,OCT THRU DEC,New Jersey,34,Malaria,0.4,NJ
2017,OCT THRU DEC,New Jersey,34,Viral fever,2.2,NJ
2017,OCT THRU DEC,New Jersey,34,Unknown,1.2,NJ
2017,OCT THRU DEC,New Jersey,34,Covid,7.7,NJ
2021,JAN THRU MAR,New Mexico,35,Tuberculosis,0.6,NM
2021,JAN THRU MAR,New Mexico,35,Other,1.4,NM
2021,JAN THRU MAR,New Mexico,35,Malaria,0,NM
2021,JAN THRU MAR,New Mexico,35,Viral fever,1.1,NM
2021,JAN THRU MAR,New Mexico,35,Unknown,0.3,NM
2021,JAN THRU MAR,New Mexico,35,Covid,3.5,NM
2020,JAN THRU MAR,New Mexico,35,Tuberculosis,0,NM
2020,JAN THRU MAR,New Mexico,35,Other,9.4,NM
2020,JAN THRU MAR,New Mexico,35,Malaria,1.3,NM
2020,JAN THRU MAR,New Mexico,35,Viral fever,0.5,NM
2020,JAN THRU MAR,New Mexico,35,Unknown,0.5,NM
2020,JAN THRU MAR,New Mexico,35,Covid,42.8,NM
2020,APR THRU JUN,New Mexico,35,Tuberculosis,0.3,NM
2020,APR THRU JUN,New Mexico,35,Other,0.2,NM
2020,APR THRU JUN,New Mexico,35,Malaria,0,NM
2020,APR THRU JUN,New Mexico,35,Viral fever,0.1,NM
2020,APR THRU JUN,New Mexico,35,Unknown,1,NM
2020,APR THRU JUN,New Mexico,35,Covid,0.3,NM
2020,JUL THRU SEP,New Mexico,35,Tuberculosis,0,NM
2020,JUL THRU SEP,New Mexico,35,Other,0.4,NM
2020,JUL THRU SEP,New Mexico,35,Malaria,12.3,NM
2020,JUL THRU SEP,New Mexico,35,Viral fever,0,NM
2020,JUL THRU SEP,New Mexico,35,Unknown,0.2,NM
2020,JUL THRU SEP,New Mexico,35,Covid,0,NM
2020,OCT THRU DEC,New Mexico,35,Tuberculosis,3.7,NM
2020,OCT THRU DEC,New Mexico,35,Other,8,NM
2020,OCT THRU DEC,New Mexico,35,Malaria,0.1,NM
2020,OCT THRU DEC,New Mexico,35,Viral fever,0.8,NM
2020,OCT THRU DEC,New Mexico,35,Unknown,1.2,NM
2020,OCT THRU DEC,New Mexico,35,Covid,81.3,NM
2019,JAN THRU MAR,New Mexico,35,Tuberculosis,87.4,NM
2019,JAN THRU MAR,New Mexico,35,Other,2,NM
2019,JAN THRU MAR,New Mexico,35,Malaria,0,NM
2019,JAN THRU MAR,New Mexico,35,Viral fever,0,NM
2019,JAN THRU MAR,New Mexico,35,Unknown,0,NM
2019,JAN THRU MAR,New Mexico,35,Covid,93.9,NM
2019,APR THRU JUN,New Mexico,35,Tuberculosis,72.9,NM
2019,APR THRU JUN,New Mexico,35,Other,35.6,NM
2019,APR THRU JUN,New Mexico,35,Malaria,0,NM
2019,APR THRU JUN,New Mexico,35,Viral fever,0.6,NM
2019,APR THRU JUN,New Mexico,35,Unknown,0.6,NM
2019,APR THRU JUN,New Mexico,35,Covid,88.4,NM
2019,JUL THRU SEP,New Mexico,35,Tuberculosis,17.8,NM
2019,JUL THRU SEP,New Mexico,35,Other,3.1,NM
2019,JUL THRU SEP,New Mexico,35,Malaria,13.6,NM
2019,JUL THRU SEP,New Mexico,35,Viral fever,3.3,NM
2019,JUL THRU SEP,New Mexico,35,Unknown,0.3,NM
2019,JUL THRU SEP,New Mexico,35,Covid,74.3,NM
2019,OCT THRU DEC,New Mexico,35,Tuberculosis,0,NM
2019,OCT THRU DEC,New Mexico,35,Other,10,NM
2019,OCT THRU DEC,New Mexico,35,Malaria,10.3,NM
2019,OCT THRU DEC,New Mexico,35,Viral fever,0.3,NM
2019,OCT THRU DEC,New Mexico,35,Unknown,1,NM
2019,OCT THRU DEC,New Mexico,35,Covid,86.1,NM
2018,JAN THRU MAR,New Mexico,35,Tuberculosis,31.5,NM
2018,JAN THRU MAR,New Mexico,35,Other,1.5,NM
2018,JAN THRU MAR,New Mexico,35,Malaria,0,NM
2018,JAN THRU MAR,New Mexico,35,Viral fever,0.4,NM
2018,JAN THRU MAR,New Mexico,35,Unknown,0.3,NM
2018,JAN THRU MAR,New Mexico,35,Covid,69,NM
2018,APR THRU JUN,New Mexico,35,Tuberculosis,12.1,NM
2018,APR THRU JUN,New Mexico,35,Other,8.2,NM
2018,APR THRU JUN,New Mexico,35,Malaria,2.5,NM
2018,APR THRU JUN,New Mexico,35,Viral fever,0.3,NM
2018,APR THRU JUN,New Mexico,35,Unknown,0,NM
2018,APR THRU JUN,New Mexico,35,Covid,59.1,NM
2018,JUL THRU SEP,New Mexico,35,Tuberculosis,55.2,NM
2018,JUL THRU SEP,New Mexico,35,Other,1.7,NM
2018,JUL THRU SEP,New Mexico,35,Malaria,24.1,NM
2018,JUL THRU SEP,New Mexico,35,Viral fever,55.4,NM
2018,JUL THRU SEP,New Mexico,35,Unknown,0.7,NM
2018,JUL THRU SEP,New Mexico,35,Covid,59.5,NM
2018,OCT THRU DEC,New Mexico,35,Tuberculosis,7.2,NM
2018,OCT THRU DEC,New Mexico,35,Other,0.8,NM
2018,OCT THRU DEC,New Mexico,35,Malaria,0,NM
2018,OCT THRU DEC,New Mexico,35,Viral fever,0.3,NM
2018,OCT THRU DEC,New Mexico,35,Unknown,0.3,NM
2018,OCT THRU DEC,New Mexico,35,Covid,46.2,NM
2017,JAN THRU MAR,New Mexico,35,Tuberculosis,0,NM
2017,JAN THRU MAR,New Mexico,35,Other,1.3,NM
2017,JAN THRU MAR,New Mexico,35,Malaria,0.2,NM
2017,JAN THRU MAR,New Mexico,35,Viral fever,0.1,NM
2017,JAN THRU MAR,New Mexico,35,Unknown,0.4,NM
2017,JAN THRU MAR,New Mexico,35,Covid,17.1,NM
2017,APR THRU JUN,New Mexico,35,Tuberculosis,15.5,NM
2017,APR THRU JUN,New Mexico,35,Other,0.4,NM
2017,APR THRU JUN,New Mexico,35,Malaria,5.9,NM
2017,APR THRU JUN,New Mexico,35,Viral fever,0,NM
2017,APR THRU JUN,New Mexico,35,Unknown,2.7,NM
2017,APR THRU JUN,New Mexico,35,Covid,38.8,NM
2017,JUL THRU SEP,New Mexico,35,Tuberculosis,55,NM
2017,JUL THRU SEP,New Mexico,35,Other,55.5,NM
2017,JUL THRU SEP,New Mexico,35,Malaria,58,NM
2017,JUL THRU SEP,New Mexico,35,Viral fever,55,NM
2017,JUL THRU SEP,New Mexico,35,Unknown,0.7,NM
2017,JUL THRU SEP,New Mexico,35,Covid,61.2,NM
2017,OCT THRU DEC,New Mexico,35,Tuberculosis,0.2,NM
2017,OCT THRU DEC,New Mexico,35,Other,0.6,NM
2017,OCT THRU DEC,New Mexico,35,Malaria,8.4,NM
2017,OCT THRU DEC,New Mexico,35,Viral fever,0.3,NM
2017,OCT THRU DEC,New Mexico,35,Unknown,1.7,NM
2017,OCT THRU DEC,New Mexico,35,Covid,30.9,NM
2021,JAN THRU MAR,New York,36,Tuberculosis,1.7,NY
2021,JAN THRU MAR,New York,36,Other,7.7,NY
2021,JAN THRU MAR,New York,36,Malaria,1.7,NY
2021,JAN THRU MAR,New York,36,Viral fever,2.5,NY
2021,JAN THRU MAR,New York,36,Unknown,9,NY
2021,JAN THRU MAR,New York,36,Covid,10.6,NY
2020,JAN THRU MAR,New York,36,Tuberculosis,1.4,NY
2020,JAN THRU MAR,New York,36,Other,8,NY
2020,JAN THRU MAR,New York,36,Malaria,1.9,NY
2020,JAN THRU MAR,New York,36,Viral fever,11.9,NY
2020,JAN THRU MAR,New York,36,Unknown,6,NY
2020,JAN THRU MAR,New York,36,Covid,25.3,NY
2020,APR THRU JUN,New York,36,Tuberculosis,15,NY
2020,APR THRU JUN,New York,36,Other,16.7,NY
2020,APR THRU JUN,New York,36,Malaria,6.6,NY
2020,APR THRU JUN,New York,36,Viral fever,20,NY
2020,APR THRU JUN,New York,36,Unknown,3.7,NY
2020,APR THRU JUN,New York,36,Covid,39.6,NY
2020,JUL THRU SEP,New York,36,Tuberculosis,18.6,NY
2020,JUL THRU SEP,New York,36,Other,22.9,NY
2020,JUL THRU SEP,New York,36,Malaria,24.4,NY
2020,JUL THRU SEP,New York,36,Viral fever,20.6,NY
2020,JUL THRU SEP,New York,36,Unknown,10.2,NY
2020,JUL THRU SEP,New York,36,Covid,40.7,NY
2020,OCT THRU DEC,New York,36,Tuberculosis,7.8,NY
2020,OCT THRU DEC,New York,36,Other,7.8,NY
2020,OCT THRU DEC,New York,36,Malaria,2.4,NY
2020,OCT THRU DEC,New York,36,Viral fever,4.5,NY
2020,OCT THRU DEC,New York,36,Unknown,0.7,NY
2020,OCT THRU DEC,New York,36,Covid,26,NY
2019,JAN THRU MAR,New York,36,Tuberculosis,9.8,NY
2019,JAN THRU MAR,New York,36,Other,13.2,NY
2019,JAN THRU MAR,New York,36,Malaria,4.4,NY
2019,JAN THRU MAR,New York,36,Viral fever,9.4,NY
2019,JAN THRU MAR,New York,36,Unknown,10.8,NY
2019,JAN THRU MAR,New York,36,Covid,20.4,NY
2019,APR THRU JUN,New York,36,Tuberculosis,2.1,NY
2019,APR THRU JUN,New York,36,Other,8.9,NY
2019,APR THRU JUN,New York,36,Malaria,2,NY
2019,APR THRU JUN,New York,36,Viral fever,2.1,NY
2019,APR THRU JUN,New York,36,Unknown,0.1,NY
2019,APR THRU JUN,New York,36,Covid,22.2,NY
2019,JUL THRU SEP,New York,36,Tuberculosis,6.2,NY
2019,JUL THRU SEP,New York,36,Other,13.6,NY
2019,JUL THRU SEP,New York,36,Malaria,9.4,NY
2019,JUL THRU SEP,New York,36,Viral fever,19.8,NY
2019,JUL THRU SEP,New York,36,Unknown,1.8,NY
2019,JUL THRU SEP,New York,36,Covid,45.1,NY
2019,OCT THRU DEC,New York,36,Tuberculosis,8,NY
2019,OCT THRU DEC,New York,36,Other,0.4,NY
2019,OCT THRU DEC,New York,36,Malaria,5.4,NY
2019,OCT THRU DEC,New York,36,Viral fever,12.7,NY
2019,OCT THRU DEC,New York,36,Unknown,2.6,NY
2019,OCT THRU DEC,New York,36,Covid,22.3,NY
2018,JAN THRU MAR,New York,36,Tuberculosis,1.5,NY
2018,JAN THRU MAR,New York,36,Other,9.5,NY
2018,JAN THRU MAR,New York,36,Malaria,7.6,NY
2018,JAN THRU MAR,New York,36,Viral fever,5.9,NY
2018,JAN THRU MAR,New York,36,Unknown,2.6,NY
2018,JAN THRU MAR,New York,36,Covid,27.5,NY
2018,APR THRU JUN,New York,36,Tuberculosis,0.9,NY
2018,APR THRU JUN,New York,36,Other,4.1,NY
2018,APR THRU JUN,New York,36,Malaria,11.7,NY
2018,APR THRU JUN,New York,36,Viral fever,3.1,NY
2018,APR THRU JUN,New York,36,Unknown,3.8,NY
2018,APR THRU JUN,New York,36,Covid,20.4,NY
2018,JUL THRU SEP,New York,36,Tuberculosis,5.5,NY
2018,JUL THRU SEP,New York,36,Other,24.7,NY
2018,JUL THRU SEP,New York,36,Malaria,5.2,NY
2018,JUL THRU SEP,New York,36,Viral fever,9,NY
2018,JUL THRU SEP,New York,36,Unknown,2.6,NY
2018,JUL THRU SEP,New York,36,Covid,37.4,NY
2018,OCT THRU DEC,New York,36,Tuberculosis,3.6,NY
2018,OCT THRU DEC,New York,36,Other,2.2,NY
2018,OCT THRU DEC,New York,36,Malaria,12.5,NY
2018,OCT THRU DEC,New York,36,Viral fever,2.2,NY
2018,OCT THRU DEC,New York,36,Unknown,2.1,NY
2018,OCT THRU DEC,New York,36,Covid,27.8,NY
2017,JAN THRU MAR,New York,36,Tuberculosis,0.5,NY
2017,JAN THRU MAR,New York,36,Other,12.4,NY
2017,JAN THRU MAR,New York,36,Malaria,4.4,NY
2017,JAN THRU MAR,New York,36,Viral fever,2.6,NY
2017,JAN THRU MAR,New York,36,Unknown,8.3,NY
2017,JAN THRU MAR,New York,36,Covid,7.6,NY
2017,APR THRU JUN,New York,36,Tuberculosis,4.5,NY
2017,APR THRU JUN,New York,36,Other,3.3,NY
2017,APR THRU JUN,New York,36,Malaria,4.4,NY
2017,APR THRU JUN,New York,36,Viral fever,12.5,NY
2017,APR THRU JUN,New York,36,Unknown,1.1,NY
2017,APR THRU JUN,New York,36,Covid,19.1,NY
2017,JUL THRU SEP,New York,36,Tuberculosis,5.7,NY
2017,JUL THRU SEP,New York,36,Other,8.8,NY
2017,JUL THRU SEP,New York,36,Malaria,17.1,NY
2017,JUL THRU SEP,New York,36,Viral fever,14.3,NY
2017,JUL THRU SEP,New York,36,Unknown,1.5,NY
2017,JUL THRU SEP,New York,36,Covid,40,NY
2017,OCT THRU DEC,New York,36,Tuberculosis,0.8,NY
2017,OCT THRU DEC,New York,36,Other,0.4,NY
2017,OCT THRU DEC,New York,36,Malaria,0.9,NY
2017,OCT THRU DEC,New York,36,Viral fever,2.2,NY
2017,OCT THRU DEC,New York,36,Unknown,6.2,NY
2017,OCT THRU DEC,New York,36,Covid,24.5,NY
2021,JAN THRU MAR,North Carolina,37,Tuberculosis,0.2,NC
2021,JAN THRU MAR,North Carolina,37,Other,2.2,NC
2021,JAN THRU MAR,North Carolina,37,Malaria,0.7,NC
2021,JAN THRU MAR,North Carolina,37,Viral fever,2,NC
2021,JAN THRU MAR,North Carolina,37,Unknown,3.4,NC
2021,JAN THRU MAR,North Carolina,37,Covid,16.4,NC
2020,JAN THRU MAR,North Carolina,37,Tuberculosis,0.3,NC
2020,JAN THRU MAR,North Carolina,37,Other,13.4,NC
2020,JAN THRU MAR,North Carolina,37,Malaria,0.3,NC
2020,JAN THRU MAR,North Carolina,37,Viral fever,10.2,NC
2020,JAN THRU MAR,North Carolina,37,Unknown,8,NC
2020,JAN THRU MAR,North Carolina,37,Covid,29.7,NC
2020,APR THRU JUN,North Carolina,37,Tuberculosis,0.5,NC
2020,APR THRU JUN,North Carolina,37,Other,14.6,NC
2020,APR THRU JUN,North Carolina,37,Malaria,2.4,NC
2020,APR THRU JUN,North Carolina,37,Viral fever,2.6,NC
2020,APR THRU JUN,North Carolina,37,Unknown,0.8,NC
2020,APR THRU JUN,North Carolina,37,Covid,9.7,NC
2020,JUL THRU SEP,North Carolina,37,Tuberculosis,11.4,NC
2020,JUL THRU SEP,North Carolina,37,Other,11.4,NC
2020,JUL THRU SEP,North Carolina,37,Malaria,8.4,NC
